order_id,customer_id,product_id,warehouse_id,order_date,quantity,unit_price,total_amount,status,region
36,466,15,8,2024-07-19,28,64.98,1819.44,Delivered,West
37,20,7,6,2024-07-14,178,642.88,114432.64,Delivered,West
38,577,18,3,2024-12-20,165,76.55,12630.75,Delivered,West
39,223,52,10,2022-09-14,187,453.86,84871.82,Delivered,South
40,25,51,4,2024-09-12,124,678.03,84075.72,Processing,West
41,480,40,6,2024-03-18,168,242.39,40721.52,Delivered,South
42,483,53,9,2023-02-27,133,804.77,107034.41,Delivered,Central
43,346,13,4,2024-02-25,96,27.7,2659.2,Processing,North
44,337,22,7,2022-08-12,33,107.6,3550.8,Delivered,North
45,102,8,3,2023-04-10,158,94.66,14956.28,Cancelled,East
46,152,39,10,2024-06-22,98,128.84,12626.32,Processing,South
47,136,5,10,2023-10-10,91,464.09,42232.19,Delivered,East
48,328,10,3,2023-07-27,24,441.0,10584.0,Delivered,East
49,321,60,3,2022-07-27,61,400.39,24423.79,Delivered,East
50,278,61,10,2024-05-09,51,7226.84,368568.84,Delivered,North
51,220,31,1,2024-10-29,99,1115.04,110388.96,Processing,Central
52,333,8,8,2022-12-31,88,103.32,9092.16,Delivered,East
53,120,47,3,2024-04-25,54,1805.28,97485.12,Delivered,East
54,149,68,10,2024-10-21,58,65640.5,3807149.0,Delivered,West
55,123,17,4,2024-08-26,183,72.44,13256.52,Delivered,West
56,20,65,6,2022-09-04,129,33673.78,4343917.62,Delivered,West
57,561,27,5,2024-08-17,14,757.81,10609.34,Delivered,Central
58,521,67,4,2023-03-09,160,13191.44,2110630.4,Delivered,South
59,219,18,1,2024-01-01,90,79.18,7126.2,Delivered,South
60,403,19,5,2022-08-09,11,54.51,599.61,Delivered,East
61,255,19,2,2024-03-16,52,55.59,2890.68,Processing,North
62,81,22,8,2022-04-13,93,102.38,9521.34,Delivered,Central
63,263,65,4,2024-11-08,204,35211.0,7183044.0,Delivered,Central
64,283,11,4,2023-01-09,35,620.01,21700.35,Cancelled,Central
65,18,25,10,2022-02-07,83,964.83,80080.89,Delivered,North
66,96,37,8,2024-09-06,96,229.4,22022.4,Delivered,Central
67,174,32,7,2022-10-05,43,1094.4,47059.2,Processing,Central
68,268,65,10,2023-03-08,46,30444.14,1400430.44,Delivered,West
69,4,38,10,2024-08-14,59,90.55,5342.45,Delivered,West
70,193,28,5,2023-07-29,130,4233.56,550362.8,Cancelled,East
71,209,66,3,2022-02-26,164,7567.28,1241033.92,Delivered,Central
72,262,36,1,2024-09-28,50,54.83,2741.5,Cancelled,West
73,178,3,9,2024-09-17,77,58.64,4515.28,Delivered,Central
74,74,3,7,2023-12-04,155,66.75,10346.25,Delivered,East
75,114,44,4,2022-01-05,154,135.57,20877.78,Delivered,East
76,95,15,8,2024-04-30,185,62.3,11525.5,Delivered,Central
77,456,27,1,2024-04-14,52,851.45,44275.4,Delivered,East
78,549,22,2,2022-03-20,26,107.79,2802.54,Delivered,North
79,524,56,7,2023-05-02,191,132.86,25376.26,Delivered,North
80,363,34,6,2024-02-20,139,339.65,47211.35,Delivered,Central
81,469,50,5,2023-02-02,123,440.55,54187.65,Delivered,South
82,340,20,2,2024-03-23,182,19.95,3630.9,Delivered,South
83,394,39,7,2023-06-17,87,126.59,11013.33,Delivered,West
84,499,54,3,2023-09-12,97,231.91,22495.27,Delivered,South
85,101,43,8,2024-08-14,116,1189.12,137937.92,Delivered,Central
86,266,4,9,2024-03-26,66,232.23,15327.18,Cancelled,North
87,173,27,3,2023-01-05,10,763.48,7634.8,Delivered,South
88,224,26,3,2024-09-16,34,3783.37,128634.58,Delivered,West
89,214,6,6,2022-07-29,151,260.51,39337.01,Cancelled,West
90,213,1,6,2024-07-30,199,403.67,80330.33,Delivered,North
91,475,37,5,2023-11-11,274,209.71,57460.54,Delivered,Central
92,549,12,5,2024-12-09,256,134.79,34506.24,Delivered,North
93,539,31,6,2023-12-01,44,1150.15,50606.6,Processing,Central
94,371,37,4,2023-01-18,26,227.87,5924.62,Delivered,North
95,402,16,1,2023-07-10,19,78.83,1497.77,Delivered,Central
96,343,26,6,2022-05-06,50,4082.68,204134.0,Delivered,West
97,270,67,5,2024-06-17,99,13446.41,1331194.59,Delivered,North
98,221,8,8,2023-01-16,31,90.26,2798.06,Delivered,South
99,583,24,5,2023-11-18,264,2861.06,755319.84,Processing,South
100,245,3,7,2023-10-02,47,68.15,3203.05,Delivered,Central
101,374,20,9,2023-01-18,65,18.72,1216.8,Delivered,South
102,127,21,3,2023-07-10,84,63.32,5318.88,Delivered,North
103,349,64,4,2024-06-03,31,26969.42,836052.02,Delivered,Central
104,539,24,7,2022-12-29,61,2763.66,168583.26,Delivered,Central
105,428,37,5,2024-02-28,68,236.03,16050.04,Delivered,North
106,351,31,8,2023-01-21,130,1105.93,143770.9,Processing,East
107,35,32,9,2023-11-23,56,1055.61,59114.16,Delivered,East
108,455,36,3,2022-06-02,191,58.32,11139.12,Delivered,South
109,262,28,4,2024-02-13,83,3989.83,331155.89,Delivered,West
110,190,45,8,2024-12-15,211,2180.09,459998.99,Processing,East
111,407,59,4,2024-07-14,11,269.29,2962.19,Processing,East
112,477,14,2,2023-02-14,120,110.04,13204.8,Delivered,North
113,175,22,8,2023-02-06,65,98.55,6405.75,Delivered,East
114,576,5,1,2024-01-04,56,435.39,24381.84,Delivered,Central
115,217,15,10,2024-02-06,76,66.49,5053.24,Delivered,North
116,385,37,8,2023-01-18,112,236.89,26531.68,Delivered,North
117,258,38,10,2022-11-18,264,93.71,24739.44,Delivered,Central
118,528,56,10,2022-05-28,27,133.51,3604.77,Delivered,South
119,303,30,7,2022-06-25,68,3043.82,206979.76,Delivered,North
120,471,38,6,2024-06-01,108,97.41,10520.28,Delivered,West
121,110,14,5,2024-08-30,150,98.27,14740.5,Delivered,Central
122,507,3,7,2023-08-22,57,62.63,3569.91,Delivered,South
123,489,7,3,2024-12-30,210,565.27,118706.7,Delivered,East
124,414,9,1,2022-06-27,67,197.6,13239.2,Processing,South
125,461,4,10,2023-05-02,75,259.79,19484.25,Delivered,Central
126,594,52,1,2023-05-23,183,441.33,80763.39,Processing,North
127,267,17,3,2022-12-10,186,76.99,14320.14,Delivered,Central
128,266,17,6,2024-08-05,162,73.31,11876.22,Processing,North
129,315,4,8,2024-12-19,179,228.24,40854.96,Processing,Central
130,291,4,5,2022-03-25,69,246.04,16976.76,Delivered,West
131,233,54,4,2024-10-29,278,242.92,67531.76,Delivered,South
132,452,36,9,2024-09-18,218,58.09,12663.62,Delivered,West
133,417,44,4,2022-11-19,176,137.89,24268.64,Delivered,West
134,485,10,10,2024-08-05,114,440.75,50245.5,Delivered,North
135,449,9,7,2022-05-15,144,187.47,26995.68,Delivered,North
136,527,8,2,2022-05-20,193,95.11,18356.23,Delivered,Central
137,268,16,1,2023-05-28,174,82.32,14323.68,Delivered,West
138,144,17,7,2024-01-05,45,75.15,3381.75,Delivered,West
139,147,3,3,2023-06-08,105,65.81,6910.05,Delivered,East
140,134,43,2,2024-01-13,22,1104.9,24307.8,Delivered,West
141,153,31,3,2022-11-08,50,1159.73,57986.5,Cancelled,West
142,327,29,1,2024-12-07,112,1773.74,198658.88,Delivered,West
143,418,36,5,2023-11-27,239,61.28,14645.92,Processing,West
144,529,2,6,2024-06-06,111,114.24,12680.64,Delivered,South
145,264,33,8,2024-07-07,105,309.08,32453.4,Processing,West
146,597,10,6,2024-10-17,196,488.29,95704.84,Delivered,Central
147,58,23,8,2024-07-10,161,3283.34,528617.74,Delivered,East
148,203,15,9,2023-07-18,33,70.15,2314.95,Delivered,Central
149,584,44,3,2022-01-24,152,142.28,21626.56,Delivered,Central
150,508,17,4,2022-11-06,230,73.31,16861.3,Processing,North
151,491,18,8,2024-09-10,90,81.18,7306.2,Delivered,North
152,37,19,3,2023-02-17,130,56.91,7398.3,Processing,Central
153,518,45,8,2023-12-08,39,2170.66,84655.74,Delivered,North
154,291,14,1,2022-02-08,145,102.12,14807.4,Delivered,West
155,226,9,8,2022-08-26,116,186.37,21618.92,Delivered,West
156,586,9,6,2023-01-06,13,189.33,2461.29,Cancelled,North
157,9,51,8,2022-05-14,167,654.08,109231.36,Delivered,West
158,522,32,10,2023-07-11,93,1031.8,95957.4,Delivered,West
159,224,65,4,2023-07-05,140,31097.54,4353655.6,Delivered,West
160,392,43,7,2024-02-23,149,1263.71,188292.79,Processing,West
161,407,56,6,2024-09-25,204,130.33,26587.32,Delivered,East
162,421,14,9,2024-09-08,106,106.77,11317.62,Delivered,South
163,167,1,4,2023-02-22,67,436.61,29252.87,Delivered,Central
164,276,64,10,2024-01-10,33,24352.55,803634.15,Delivered,Central
165,514,39,9,2024-04-16,105,147.06,15441.3,Delivered,South
166,13,10,3,2023-05-17,116,473.34,54907.44,Delivered,Central
167,31,8,10,2022-09-10,150,96.56,14484.0,Delivered,East
168,460,48,6,2024-10-14,183,462.5,84637.5,Delivered,East
169,131,8,8,2022-04-20,154,103.67,15965.18,Processing,Central
170,386,15,6,2024-10-25,256,64.21,16437.76,Delivered,East
171,265,24,5,2022-08-16,214,3048.29,652334.06,Delivered,East
172,136,58,1,2023-08-01,112,557.14,62399.68,Delivered,East
173,118,19,9,2022-11-29,19,58.57,1112.83,Processing,West
174,238,4,2,2024-09-24,179,241.7,43264.3,Delivered,West
175,151,62,7,2023-06-30,88,13177.96,1159660.48,Delivered,East
176,528,7,7,2023-09-07,71,560.82,39818.22,Delivered,South
177,315,2,7,2023-04-21,170,118.87,20207.9,Delivered,Central
178,287,34,7,2022-07-20,162,334.94,54260.28,Delivered,North
179,477,16,6,2023-01-24,166,80.26,13323.16,Delivered,North
180,231,7,8,2022-12-03,23,625.09,14377.07,Cancelled,Central
181,243,16,9,2023-12-01,72,86.98,6262.56,Delivered,North
182,206,1,2,2022-09-10,24,376.66,9039.84,Processing,Central
183,204,6,3,2022-05-24,72,270.41,19469.52,Delivered,North
184,23,37,3,2024-06-02,25,231.22,5780.5,Delivered,West
185,94,44,4,2022-03-07,102,138.07,14083.14,Delivered,South
186,154,7,8,2023-09-28,191,593.75,113406.25,Delivered,South
187,447,20,1,2023-12-27,56,18.49,1035.44,Delivered,South
188,533,31,7,2024-07-31,28,1148.82,32166.96,Delivered,West
189,288,16,9,2024-12-14,159,89.69,14260.71,Processing,South
190,135,6,9,2023-04-17,179,231.06,41359.74,Processing,Central
191,177,9,3,2023-01-12,39,205.14,8000.46,Delivered,Central
192,167,14,4,2022-07-09,171,108.97,18633.87,Cancelled,Central
193,189,13,5,2022-08-05,167,27.12,4529.04,Delivered,South
194,448,22,6,2022-05-23,189,101.48,19179.72,Delivered,East
195,56,19,4,2024-07-17,15,53.78,806.7,Delivered,West
196,598,15,8,2022-06-29,170,67.57,11486.9,Delivered,North
197,440,13,7,2023-11-13,100,30.96,3096.0,Delivered,North
198,484,13,8,2023-06-08,199,30.65,6099.35,Cancelled,North
199,471,58,8,2024-04-07,144,521.65,75117.6,Delivered,West
200,356,44,5,2023-06-19,108,139.25,15039.0,Processing,East
201,25,3,6,2023-10-28,232,61.64,14300.48,Delivered,West
202,295,53,1,2023-02-26,112,771.89,86451.68,Delivered,Central
203,220,3,8,2022-01-21,166,58.28,9674.48,Delivered,Central
204,35,42,1,2024-02-20,40,1561.59,62463.6,Cancelled,East
205,237,19,6,2022-12-28,280,56.48,15814.4,Delivered,West
206,353,52,4,2022-09-05,189,477.61,90268.29,Delivered,East
207,364,21,1,2022-07-02,14,71.62,1002.68,Delivered,Central
208,7,5,6,2022-10-06,61,407.55,24860.55,Delivered,West
209,389,13,1,2024-10-26,190,29.8,5662.0,Delivered,South
210,309,2,2,2023-09-14,127,116.6,14808.2,Delivered,South
211,311,19,9,2024-07-11,20,56.35,1127.0,Delivered,Central
212,354,37,7,2023-04-28,131,212.72,27866.32,Processing,North
213,38,8,4,2024-01-23,59,93.72,5529.48,Delivered,East
214,442,14,9,2023-10-20,107,104.9,11224.3,Delivered,East
215,56,40,6,2022-11-09,267,243.08,64902.36,Delivered,West
216,469,17,4,2024-04-08,24,74.42,1786.08,Delivered,South
217,403,8,10,2022-01-03,28,98.07,2745.96,Delivered,East
218,92,5,1,2023-04-09,35,430.84,15079.4,Delivered,East
219,77,43,5,2024-01-30,73,1114.41,81351.93,Delivered,North
220,32,63,9,2024-11-09,156,36628.19,5713997.64,Delivered,Central
221,502,3,2,2023-05-28,104,61.08,6352.32,Delivered,West
222,24,58,8,2023-10-05,280,554.21,155178.8,Delivered,North
223,310,65,8,2024-08-14,112,32476.7,3637390.4,Processing,South
224,95,3,9,2022-05-17,84,58.39,4904.76,Cancelled,Central
225,381,7,3,2023-11-03,232,547.42,127001.44,Delivered,West
226,109,1,10,2022-07-03,146,400.59,58486.14,Delivered,Central
227,445,4,8,2023-07-08,38,231.31,8789.78,Delivered,East
228,198,44,10,2022-10-07,28,134.68,3771.04,Delivered,South
229,286,2,8,2022-12-23,198,118.41,23445.18,Delivered,Central
230,222,44,9,2022-06-23,150,136.05,20407.5,Delivered,East
231,561,6,5,2024-11-14,116,235.49,27316.84,Delivered,Central
232,227,16,9,2024-07-02,22,87.72,1929.84,Delivered,East
233,353,20,5,2023-10-08,242,17.57,4251.94,Delivered,East
234,203,21,6,2024-10-23,105,69.63,7311.15,Delivered,Central
235,504,7,5,2024-01-07,156,580.83,90609.48,Processing,East
236,334,3,1,2023-10-20,102,66.77,6810.54,Delivered,West
237,203,15,2,2023-11-29,110,62.34,6857.4,Delivered,Central
238,525,63,9,2024-05-12,83,36030.31,2990515.73,Delivered,Central
239,369,13,7,2023-08-11,162,28.74,4655.88,Delivered,Central
240,381,31,8,2024-04-08,119,1239.22,147467.18,Delivered,West
241,238,17,1,2023-09-04,53,71.4,3784.2,Processing,West
242,122,13,6,2022-04-13,183,28.11,5144.13,Delivered,West
243,117,1,6,2024-10-14,187,410.28,76722.36,Delivered,East
244,218,56,5,2023-10-31,19,129.24,2455.56,Delivered,North
245,441,20,4,2024-05-26,96,18.52,1777.92,Delivered,East
246,288,5,3,2023-12-13,128,469.62,60111.36,Delivered,South
247,65,49,6,2023-01-06,139,574.83,79901.37,Delivered,West
248,85,27,1,2022-04-05,75,812.37,60927.75,Delivered,North
249,487,36,6,2022-05-07,100,62.85,6285.0,Delivered,West
250,71,62,10,2023-04-28,23,14028.46,322654.58,Processing,North
251,469,5,8,2023-05-01,17,417.15,7091.55,Delivered,South
252,254,34,5,2023-06-21,183,310.53,56826.99,Processing,East
253,201,53,2,2022-12-30,224,789.72,176897.28,Delivered,North
254,124,10,3,2023-02-17,61,458.82,27988.02,Delivered,East
255,551,8,6,2022-03-14,36,89.72,3229.92,Delivered,West
256,350,23,3,2023-09-03,157,3178.08,498958.56,Delivered,North
257,496,4,3,2023-08-13,122,239.98,29277.56,Processing,North
258,352,1,4,2023-03-13,118,399.26,47112.68,Delivered,Central
259,539,11,4,2023-02-09,34,576.13,19588.42,Processing,Central
260,297,26,9,2024-02-05,115,4063.21,467269.15,Delivered,South
261,110,4,9,2022-03-23,96,251.37,24131.52,Delivered,Central
262,272,29,3,2023-01-17,50,1640.08,82004.0,Cancelled,Central
263,16,2,5,2023-03-10,49,114.02,5586.98,Delivered,West
264,5,5,3,2022-09-12,22,419.69,9233.18,Delivered,Central
265,538,52,7,2023-01-27,127,437.97,55622.19,Delivered,West
266,58,25,6,2024-07-02,168,946.28,158975.04,Processing,East
267,355,56,8,2022-07-12,204,126.54,25814.16,Delivered,South
268,403,49,7,2024-07-16,205,627.17,128569.85,Processing,East
269,216,21,4,2024-05-30,139,66.43,9233.77,Delivered,East
270,482,60,10,2023-02-06,102,392.78,40063.56,Delivered,North
271,269,6,5,2023-03-14,146,233.63,34109.98,Delivered,East
272,427,30,3,2022-10-15,230,3179.22,731220.6,Delivered,East
273,392,11,7,2023-07-06,96,555.09,53288.64,Delivered,West
274,49,10,1,2023-07-27,185,469.42,86842.7,Delivered,East
275,591,41,2,2024-09-06,155,1713.71,265625.05,Delivered,East
276,281,33,10,2023-10-11,187,305.15,57063.05,Delivered,North
277,8,22,10,2024-11-25,134,109.28,14643.52,Delivered,North
278,194,7,6,2024-01-26,132,585.75,77319.0,Processing,South
279,312,21,3,2022-03-14,67,63.41,4248.47,Delivered,Central
280,331,4,9,2022-10-05,205,264.57,54236.85,Processing,South
281,444,40,3,2022-05-04,135,240.08,32410.8,Delivered,South
282,262,18,2,2024-01-16,18,80.14,1442.52,Delivered,West
283,423,48,8,2022-07-08,141,490.83,69207.03,Processing,South
284,325,11,2,2022-07-07,118,612.76,72305.68,Delivered,South
285,219,11,5,2023-09-19,149,582.19,86746.31,Delivered,South
286,445,43,6,2023-06-11,188,1121.04,210755.52,Delivered,East
287,39,2,6,2022-03-24,55,113.25,6228.75,Delivered,Central
288,225,27,9,2023-07-19,67,873.96,58555.32,Delivered,South
289,444,3,8,2024-09-03,158,64.48,10187.84,Processing,South
290,96,6,10,2023-06-29,48,251.49,12071.52,Delivered,Central
291,554,7,4,2022-07-04,174,637.42,110911.08,Delivered,West
292,360,5,3,2023-04-18,101,433.87,43820.87,Delivered,East
293,536,14,2,2023-03-03,75,100.72,7554.0,Delivered,West
294,155,41,5,2022-06-01,16,1682.6,26921.6,Processing,South
295,30,58,10,2022-03-05,53,513.97,27240.41,Delivered,West
296,544,39,7,2022-05-28,125,136.84,17105.0,Delivered,West
297,531,58,7,2024-03-07,44,524.91,23096.04,Delivered,East
298,90,17,9,2024-08-22,93,70.61,6566.73,Delivered,North
299,503,2,2,2024-10-27,116,104.6,12133.6,Delivered,Central
300,90,61,4,2022-12-26,187,6629.56,1239727.72,Processing,North
301,168,5,2,2022-11-01,267,449.43,119997.81,Delivered,East
302,190,58,1,2023-08-12,144,541.34,77952.96,Delivered,East
303,234,20,2,2022-06-26,132,17.26,2278.32,Delivered,East
304,271,4,4,2024-05-05,85,256.36,21790.6,Delivered,South
305,145,32,5,2024-10-28,217,1111.1,241108.7,Delivered,Central
306,76,4,3,2022-11-09,98,253.52,24844.96,Delivered,East
307,214,22,7,2022-09-17,178,101.23,18018.94,Delivered,West
308,364,19,3,2023-12-06,180,52.74,9493.2,Delivered,Central
309,312,54,6,2023-02-05,139,256.28,35622.92,Delivered,Central
310,192,51,8,2023-03-31,141,671.61,94697.01,Delivered,South
311,513,65,10,2022-12-15,208,32430.88,6745623.04,Delivered,South
312,450,6,7,2022-05-02,124,257.17,31889.08,Delivered,East
313,486,65,6,2023-09-19,119,35301.32,4200857.08,Processing,South
314,53,4,2,2023-08-27,146,235.8,34426.8,Delivered,North
315,139,20,2,2023-11-24,102,17.22,1756.44,Delivered,East
316,111,6,7,2024-02-02,44,261.05,11486.2,Cancelled,East
317,405,14,10,2024-12-23,222,103.62,23003.64,Delivered,East
318,251,22,1,2022-05-28,118,109.76,12951.68,Delivered,East
319,296,4,7,2024-12-14,25,246.07,6151.75,Delivered,West
320,548,7,5,2022-12-21,98,637.81,62505.38,Delivered,West
321,418,29,1,2023-05-20,94,1825.14,171563.16,Delivered,West
322,448,20,4,2023-06-26,83,18.03,1496.49,Delivered,East
323,547,19,9,2022-06-13,149,56.6,8433.4,Delivered,East
324,459,53,4,2022-06-27,177,772.82,136789.14,Delivered,West
325,124,14,7,2024-08-20,146,100.66,14696.36,Delivered,East
326,191,5,7,2023-08-23,61,473.41,28878.01,Delivered,East
327,563,63,9,2024-06-16,191,36679.48,7005780.68,Delivered,West
328,464,67,5,2024-02-06,34,13720.49,466496.66,Delivered,North
329,184,37,7,2023-04-20,59,205.63,12132.17,Delivered,East
330,188,35,6,2023-06-22,126,308.53,38874.78,Delivered,North
331,18,61,2,2022-07-05,115,7186.3,826424.5,Delivered,North
332,323,60,2,2024-03-11,100,393.81,39381.0,Delivered,East
333,43,43,6,2022-07-10,51,1260.1,64265.1,Delivered,North
334,495,15,4,2022-11-12,91,66.0,6006.0,Processing,Central
335,189,63,9,2024-09-10,95,40414.21,3839349.95,Processing,South
336,23,56,8,2022-11-24,75,135.38,10153.5,Delivered,West
337,9,22,6,2023-08-05,38,105.69,4016.22,Delivered,West
338,242,17,9,2023-10-12,114,76.63,8735.82,Processing,North
339,389,10,5,2022-07-21,14,490.11,6861.54,Delivered,South
340,402,9,4,2022-01-22,79,200.46,15836.34,Delivered,Central
341,415,25,6,2022-01-28,139,895.38,124457.82,Delivered,North
342,58,45,7,2024-08-12,122,2283.06,278533.32,Delivered,East
343,80,50,10,2022-03-18,167,434.43,72549.81,Delivered,West
344,524,1,2,2024-05-22,157,418.49,65702.93,Delivered,North
345,553,8,2,2022-08-04,150,88.11,13216.5,Processing,Central
346,567,9,1,2024-12-07,278,179.54,49912.12,Delivered,West
347,389,38,6,2023-06-19,184,91.41,16819.44,Processing,South
348,521,18,9,2022-05-18,92,81.35,7484.2,Delivered,South
349,552,63,9,2024-12-13,168,37614.37,6319214.16,Processing,North
350,28,22,4,2024-12-31,275,103.27,28399.25,Delivered,North
351,254,56,9,2023-02-17,88,121.03,10650.64,Delivered,East
352,480,32,1,2024-08-16,27,1013.96,27376.92,Processing,South
353,48,62,7,2023-08-14,34,14773.65,502304.1,Processing,East
354,127,2,6,2024-03-28,159,111.65,17752.35,Delivered,North
355,459,13,5,2022-07-06,201,30.03,6036.03,Processing,West
356,278,8,1,2024-12-31,110,95.92,10551.2,Delivered,North
357,420,8,2,2023-10-19,103,97.57,10049.71,Delivered,Central
358,46,20,5,2024-04-22,127,18.94,2405.38,Delivered,Central
359,418,21,7,2024-02-19,71,63.29,4493.59,Delivered,West
360,330,45,6,2023-02-16,70,2382.94,166805.8,Delivered,East
361,512,46,7,2023-02-07,153,2111.67,323085.51,Delivered,West
362,537,20,2,2024-08-03,72,19.42,1398.24,Delivered,South
363,78,3,8,2023-12-25,29,59.34,1720.86,Delivered,West
364,272,19,4,2023-08-22,187,51.89,9703.43,Delivered,Central
365,123,6,9,2022-05-08,142,262.77,37313.34,Processing,West
366,174,6,6,2023-01-23,124,235.7,29226.8,Delivered,Central
367,17,7,4,2024-08-11,25,572.06,14301.5,Delivered,West
368,106,37,10,2023-01-12,100,210.82,21082.0,Delivered,South
369,358,16,3,2022-11-25,217,88.65,19237.05,Delivered,West
370,366,16,7,2023-02-20,45,79.27,3567.15,Delivered,West
371,433,22,4,2024-01-07,164,103.61,16992.04,Delivered,East
372,373,27,6,2022-10-06,28,806.71,22587.88,Delivered,West
373,277,54,4,2023-07-16,192,220.07,42253.44,Processing,West
374,184,2,5,2024-10-16,19,105.81,2010.39,Delivered,East
375,70,9,2,2023-05-11,75,189.14,14185.5,Delivered,Central
376,208,67,6,2022-05-05,190,12702.24,2413425.6,Delivered,West
377,551,4,7,2024-03-31,45,248.34,11175.3,Delivered,West
378,56,66,4,2024-06-24,23,6841.36,157351.28,Delivered,West
379,143,8,2,2024-05-09,159,92.52,14710.68,Delivered,East
380,321,49,8,2022-06-22,27,578.74,15625.98,Processing,East
381,15,21,5,2023-03-11,167,69.0,11523.0,Processing,East
382,346,5,3,2022-03-15,124,414.5,51398.0,Delivered,North
383,499,58,7,2024-12-22,212,555.05,117670.6,Cancelled,South
384,173,22,6,2024-06-25,134,95.9,12850.6,Delivered,South
385,51,17,2,2024-06-20,27,70.83,1912.41,Delivered,South
386,348,43,4,2023-09-07,85,1159.92,98593.2,Delivered,South
387,148,45,6,2022-09-16,71,2326.57,165186.47,Delivered,Central
388,148,57,9,2023-03-16,130,221.67,28817.1,Delivered,Central
389,562,4,7,2022-03-14,57,266.17,15171.69,Delivered,East
390,363,19,1,2023-06-24,16,57.84,925.44,Delivered,Central
391,427,23,8,2022-08-09,155,3644.26,564860.3,Processing,East
392,68,8,3,2022-05-05,81,90.76,7351.56,Processing,North
393,461,9,6,2022-08-03,162,202.27,32767.74,Delivered,Central
394,120,61,9,2022-03-27,88,6735.3,592706.4,Delivered,East
395,287,57,8,2022-09-28,190,211.04,40097.6,Processing,North
396,214,21,1,2024-03-23,151,64.12,9682.12,Cancelled,West
397,215,14,3,2023-07-28,202,109.74,22167.48,Delivered,North
398,74,5,2,2024-06-18,49,416.3,20398.7,Delivered,East
399,261,67,1,2024-03-27,75,11960.3,897022.5,Delivered,East
400,410,5,4,2023-09-13,140,410.64,57489.6,Delivered,Central
401,370,14,1,2024-09-21,119,103.73,12343.87,Processing,Central
402,27,68,9,2023-09-04,125,60994.58,7624322.5,Delivered,South
403,206,2,4,2022-11-04,22,102.91,2264.02,Delivered,Central
404,450,23,1,2022-03-19,50,3613.56,180678.0,Delivered,East
405,386,28,2,2022-08-23,39,4007.11,156277.29,Delivered,East
406,84,17,10,2024-07-23,218,68.21,14869.78,Delivered,North
407,45,33,7,2024-03-29,194,304.35,59043.9,Delivered,West
408,247,11,4,2022-07-09,86,581.37,49997.82,Delivered,North
409,151,19,1,2022-11-17,82,51.18,4196.76,Delivered,East
410,243,49,5,2022-03-13,43,564.32,24265.76,Delivered,North
411,155,45,6,2024-01-02,73,2029.07,148122.11,Delivered,South
412,307,58,7,2024-06-11,189,526.46,99500.94,Delivered,Central
413,64,24,8,2024-03-17,191,3197.78,610775.98,Delivered,West
414,124,26,10,2023-07-22,139,4375.87,608245.93,Delivered,East
415,227,23,10,2024-10-04,37,3455.46,127852.02,Delivered,East
416,527,9,4,2024-10-02,30,187.02,5610.6,Delivered,Central
417,382,17,5,2022-02-05,69,78.32,5404.08,Delivered,East
